n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
206;L1_Var206;Затвор 9.126 Закрыт;DI;КСД №3;Затвор 9.126;;9;1;2;7;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
207;L1_Var207;Затвор 9.127 Открыт;DI;Каскад 3;Затвор 9.127;;9;1;2;7;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
208;L1_Var208;Затвор 9.127 Закрыт;DI;Грохот №6;Затвор 9.127;;9;1;2;7;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
209;L1_Var209;Затвор 9.128 Открыт;DI;Грохот №6;Затвор 9.128;;9;1;2;8;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
210;L1_Var210;Затвор 9.128 Закрыт;DI;Грохот №6;Затвор 9.128;;9;1;2;8;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
211;L1_Var211;Затвор 9.129 Открыт;DI;Грохот №6;Затвор 9.129;;9;1;2;8;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
212;L1_Var212;Затвор 9.129 Открыт;DI;Грохот №6;Затвор 9.129;;9;1;2;8;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
213;L1_Var213;Затвор 9.130 Открыт;DI;КМД №3;Затвор 9.130;;9;1;2;8;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
214;L1_Var214;Затвор 9.130 Закрыт;DI;КМД №3;Затвор 9.130;;9;1;2;8;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
215;L1_Var215;Емкость 19.1 Верхний уровень;DI;КМД №3;Емкость 19.1;;9;1;2;8;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
216;L1_Var216;Емкость 19.1 Нижний уровень;DI;КМД №3;Емкость 19.1;;9;1;2;8;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
217;L1_Var217;Дробилка 16.3 Авария;DI;КМД №3;Дробилка 16.3;;9;1;2;9;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
218;L1_Var218;Дробилка 16.3 Аварийное предупреждение;DI;КМД №3;Дробилка 16.3;;9;1;2;9;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
219;L1_Var219;Дробилка 16.3 Питатель готов к запуску;DI;КМД №3;Дробилка 16.3 Дозатор;;9;1;2;9;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
220;L1_Var220;Дробилка 16.3 Двигатель готов к запуску;DI;КМД №3;Дробилка 16.3;;9;1;2;9;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
221;L1_Var221;Дробилка 16.3 Двигатель работает;DI;КМД №3;Дробилка 16.3;;9;1;2;9;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
222;L1_Var222;Дробилка 16.3 Питатель работает;DI;КМД №3;Дробилка 16.3 Дозатор;;9;1;2;9;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
223;L1_Var223;Дробилка 16.3 Разрешить пуск вентилятора 22.4;DI;КМД №3;Вентилятор 20.4;;9;1;2;11;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
224;L1_Var224;Дробилка 16.3 очистить фильтр 22.4;DI;КМД №3;Затвор шлюзовой 22.4;;9;1;2;11;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
225;L1_Var225;Дробилка 16.3 Открыть клапан 20.4.1 (из ПЛК Дробилки 16.3);DI;КМД №3;Заслонка 20.4.1;;9;1;2;11;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
226;L1_Var226;Дробилка 16.3 Пуск ШЗ 22.4;DI;КМД №3;Затвор шлюзовой 22.4;;9;1;2;11;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
227;L1_Var227;Дробилка 16.3 Дробилка на выбеге;DI;ПЛК;Дробилка 16.3;;9;1;2;11;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
228;L1_Var228;Дробилка 16.3 Идет очистка магнита;DI;ПЛК;Дробилка 16.3 Очистка магнита;;9;1;2;11;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
229;L1_Var229;Дробилка 16.3 ДНУ бункера над дробилкой;DI;ПЛК;Дробилка 16.3 Дозатор;;9;1;2;11;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
230;L1_Var230;Дробилка 16.3 Местное управления включено;DI;КМД №3;Дробилка 16.3;;9;1;2;11;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
231;L1_Var231;Затвор 25.5.1 Открыт;DI;КМД №3;Затвор 25.5.1;;9;1;2;12;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
232;L1_Var232;Затвор 25.5.1 Закрыт;DI;КМД №3;Затвор 25.5.1;;9;1;2;12;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
233;L1_Var233;Смеситель 17.1 Включен;DI;КМД №3;Смеситель 17.1;;10;1;2;33;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
234;L1_Var234;Смеситель 17.1 Неисправность УПП;DI;КМД №3;Смеситель 17.1;;10;1;2;33;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
235;L1_Var235;Смеситель 17.1 Сервисные двери открыты;DI;КМД №3;Смеситель 17.1;;10;1;2;33;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
236;L1_Var236;Смеситель 17.1 Левая створка открыта;DI;КМД №3;Смеситель 17.1 Створка левая;;10;1;2;33;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
237;L1_Var237;Смеситель 17.1 Правая створка открыта;DI;КМД №3;Смеситель 17.1 Створка правая;;10;1;2;33;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
238;L1_Var238;Смеситель 17.1 Левая створка закрыта;DI;КМД №3;Смеситель 17.1 Створка левая;;10;1;2;33;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
239;L1_Var239;Смеситель 17.1 Правая створка закрыта;DI;КМД №3;Смеситель 17.1 Створка правая;;10;1;2;33;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
240;L1_Var240;Смеситель 17.1 Правая створка на середине;DI;КМД №3;Смеситель 17.1 Створка правая;;10;1;2;33;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
241;L1_Var241;Смеситель 17.1 Створки заблокированы;DI;КМД №3;Смеситель 17.1 Фиксатор створок;;10;1;2;34;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
242;L1_Var242;Смеситель 17.1 Створки разблокированы;DI;КМД №3;Смеситель 17.1 Фиксатор створок;;10;1;2;34;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
243;L1_Var243;Весы 7.7 норма ПЧ;DI;КМД №3;Весы 7.7 ПЧ;;5;1;2;21;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
244;L1_Var244;Питатель 4.37 бункера 37 включен;DI;КМД №3;Питатель 4.37;;5;1;2;21;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
245;L1_Var245;Питатель 4.38 бункера 38 включен;DI;КМД №3;Питатель 4.38;;5;1;2;21;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
246;L1_Var246;Питатель 4.39 бункера 39 включен;DI;КМД №3;Питатель 4.39;;5;1;2;21;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
247;L1_Var247;Питатель 4.40 бункера 40 включен;DI;КМД №3;Питатель 4.40;;5;1;2;21;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
248;L1_Var248;Питатель 4.41 бункера 41 включен;DI;Пластинчатый питатель №5;Питатель 4.41;;5;1;2;21;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
249;L1_Var249;Питатель 4.42 бункера 42 включен;DI;Пластинчатый питатель №5;Питатель 4.42;;5;1;2;21;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
250;L1_Var250;Питатель 4.43 бункера 43 включен;DI;Конвейер №5;Питатель 4.43;;5;1;2;21;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
251;L1_Var251;Питатель 4.44 бункера 44 включен;DI;Конвейер №5;Питатель 4.44;;5;1;2;22;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
252;L1_Var252;Питатель 4.45 бункера 45 включен;DI;Конвейер №5а;Питатель 4.45;;5;1;2;22;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
253;L1_Var253;Вибр. 6.37 бункера 37 включен;DI;Конвейер №5а;Вибратор 6.37;;5;1;2;22;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
254;L1_Var254;Вибр. 6.38 бункера 38 включен;DI;Каскад 3;Вибратор 6.38;;5;1;2;22;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
255;L1_Var255;Вибр. 6.39 бункера 39 включен;DI;КМД №3;Вибратор 6.39;;5;1;2;22;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
256;L1_Var256;Вибр. 6.40 бункера 40 включен;DI;КМД №3;Вибратор 6.40;;5;1;2;22;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
257;L1_Var257;Вибр. 6.41 бункера 41 включен;DI;КМД №3;Вибратор 6.41;;5;1;2;22;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
258;L1_Var258;Вибр. 6.42 бункера 42 включен;DI;Конвейер №5;Вибратор 6.42;;5;1;2;22;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
259;L1_Var259;Вибр. 6.43 бункера 43 включен;DI;Каскад 3;Вибратор 6.43;;5;1;2;23;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
260;L1_Var260;Вибр. 6.44 бункера 44 включен;DI;Пластинчатый питатель №5;Вибратор 6.44;;5;1;2;23;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
261;L1_Var261;Вибр. 6.45 бункера 45 включен;DI;КСД №3;Вибратор 6.45;;5;1;2;23;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
262;L1_Var262;Конвейер 3.7 включен;DI;КМД №3;Конвейер 3.7;;5;1;2;23;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
263;L1_Var263;Конвейер 3.7 подпор;DI;КСД №3;Конвейер 3.7;;5;1;2;23;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
264;L1_Var264;Конвейер 3.11 включен;DI;КМД №3;Конвейер 3.11;;5;1;2;23;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
265;L1_Var265;Конвейер 3.11 подпор;DI;КСД №3;Конвейер 3.11;;5;1;2;23;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
266;L1_Var266;Затвор шлюзовый 21.1 включен;DI;КМД №3;Затвор шлюзовый 21.1;;5;1;2;23;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
267;L1_Var267;Затвор шлюзовый 21.1 контроль скорости;DI;КСД №3;Затвор шлюзовый 21.1;;5;1;2;24;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
268;L1_Var268;Насос УОВМ-100К 18.2 включен;DI;КМД №3;Насос УОВМ-100К 18.2;;5;1;2;24;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
269;L1_Var269;УЗ-С4 25.5 - Подтверждение загрузки;DI;КСД №3;УЗ-С4 25.5;;5;1;2;24;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
270;L1_Var270;Верхний уровень Б 34;DI;КМД №3;Б 34;;5;1;2;25;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
271;L1_Var271;Нижний уровень Б 34;DI;КСД №3;Б 34;;5;1;2;25;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
272;L1_Var272;Нижний уровень Б 35;DI;КМД №3;Б 35;;5;1;2;25;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
273;L1_Var273;Верхний уровень Б 35;DI;КСД №3;Б 35;;5;1;2;25;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
274;L1_Var274;Нижний уровень Б 36;DI;КМД №3;Б 36;;5;1;2;25;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
275;L1_Var275;Нижний уровень Б 47;DI;КМД №3;Б 47;;5;1;2;26;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
276;L1_Var276;Нижний уровень Б 46;DI;КМД №3;Б 46;;5;1;2;26;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
277;L1_Var277;Верхний уровень Б 46;DI;КМД №3;Б 46;;5;1;2;26;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
278;L1_Var278;Задвижка 9.109 Открыта;DI;КМД №3;Задвижка 9.109;;5;1;2;26;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
279;L1_Var279;Задвижка 9.109 Закрыта;DI;КМД №3;Задвижка 9.109;;5;1;2;26;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
280;L1_Var280;Задвижка 9.110 Открыта;DI;КМД №3;Задвижка 9.110;;5;1;2;26;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
281;L1_Var281;Задвижка 9.110 Закрыта;DI;КМД №3;Задвижка 9.110;;5;1;2;26;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
282;L1_Var282;Задвижка 9.112 Открыта;DI;КМД №3;Задвижка 9.112;;5;1;2;27;1;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
283;L1_Var283;Задвижка 9.112 Закрыта;DI;КСД №3;Задвижка 9.112;;5;1;2;27;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
284;L1_Var284;Задвижка 25.5.1 Открыта;DI;КМД №3;Задвижка 25.5.1;;5;1;2;27;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
285;L1_Var285;Задвижка 25.5.1 Закрыта;DI;КМД №3;Задвижка 25.5.1;;5;1;2;27;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
286;L1_Var286;Задвижка 9.111 Открыта;DI;ПЛК;Задвижка 9.111;;5;1;2;27;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
287;L1_Var287;Задвижка 9.111 Закрыта;DI;КСД №3;Задвижка 9.111;;5;1;2;27;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
288;L1_Var288;Заслонка весов 7.7 Закрыта;DI;КСД №3;Заслонка весов 7.7;;5;1;2;27;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
289;L1_Var289; Шнек 1 Включен;DI;КМД №3;Шнек 1 24.1;;7;1;2;51;2;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
290;L1_Var290; Шнек 2 Включен;DI;КМД №3;Шнек 2 24.1;;7;1;2;51;3;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
291;L1_Var291; Шнек 3 Включен;DI;Каскад 3;Шнек 3 24.1;;7;1;2;51;4;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
292;L1_Var292; Шнек 4 Включен;DI;Каскад 3;Шнек 4 24.1;;7;1;2;51;5;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
293;L1_Var293; Шнек 5 Включен;DI;ПЛК;Шнек 5 24.1;;7;1;2;51;6;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
294;L1_Var294; Шнек 6 Включен;DI;Каскад 3;Шнек 6 24.1;;7;1;2;51;7;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
295;L1_Var295; Шнек 7 Включен;DI;Каскад 3;Шнек 7 24.1;;7;1;2;51;8;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
296;L1_Var296; Шнек 8 Включен;DI;КМД №3;Шнек 8 24.1;;7;1;2;51;9;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
297;L1_Var297; Шнек 9 Включен;DI;КМД №3;Шнек 9 24.1;;7;1;2;51;12;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
298;L1_Var298; Шнек 10 Включен;DI;КМД №3;Шнек 10 24.1;;7;1;2;51;13;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
299;L1_Var299; Шнек 11 Включен;DI;Грохот №5;Шнек 11 24.1;;7;1;2;51;14;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
300;L1_Var300; Шнек 12 Включен;DI;Пластинчатый питатель №5;Шнек 12 24.1;;7;1;2;51;15;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
301;L1_Var301;Шнек разгрузки Включен;DI;ПЛК;Конвейер 24.1;;7;1;2;51;16;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
302;L1_Var302;Питание Включено;DI;ПЛК;Шкаф;;7;1;2;51;17;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
303;L1_Var303;Лотки подняты;DI;ПЛК;Лоток 24.1;;7;1;2;51;18;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
304;L1_Var304;Фиксатор закрыт;DI;ПЛК;Фиксатор 24.1;;7;1;2;51;19;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
305;L1_Var305;Норма ПЧ1 шнеков 1-4;DI;ПЛК;ПЧ1 24.1 (Шнеки 1..4);;7;1;2;51;22;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
306;L1_Var306;Норма ПЧ2 шнеков 5-8;DI;ПЛК;ПЧ2 24.1 (Шнеки 5..8);;7;1;2;51;23;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
307;L1_Var307;Норма ПЧ3 шнеков 9-12;DI;ПЛК;ПЧ3 24.1 (Шнеки 9..12);;7;1;2;51;24;0,5;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;1;0;0;;0;0;;;;;;8960;;;;;;;;;;0
