n_variable_index;c_name_variable;c_desc_variable;c_signal_ident;c_name_section;c_name_position;c_num_position;n_controller_id;n_variable_data_type_id;n_variable_type_id;n_module_index;n_module_channel;PPI.FilterTime;PPI.mCodeScaleMin;PPI.mCodeScaleMax;PPI.mCodeLowThreshold;PPI.mCodeHighThreshold;PPI.Hysteresis;PPI.MediaLen;PPI.LocalOverrideValue;PPI.MinEU;PPI.MaxEU;SP.SP;SP.TechHi;SP.TechLo;CW.ConfigState;CW.ActiveState;CW.Read;CW.Write;CW.LocalOverrideState;CW.FilterState;CW.InversionState;CW.Linearization;CW.SqrtLinearization;CW.NotQuality;CW.UpdateState;CW.Used_IOAddress;CW.Used_EURange;CW.MessOfChange;CW.Used_Media;CW.Used_Formula;CW;Alarms.HiThreshold;Alarms.HiHiThreshold;Alarms.LoThreshold;Alarms.LoLoThreshold;HILO_CW.Alarms.HiActiveState;HILO_CW.Alarms.HiHiActiveState;HILO_CW.Alarms.LoActiveState;HILO_CW.Alarms.LoLoActiveState;Formula;HILO_CW
642;L1_Var642;Расход масла Вес тары (л);Calc;;Е 19.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;;;;;;;V702<2?V642:V446;0
643;L1_Var643;Расход воды Вес тары (л);Calc;;Е 19.6;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;;;;;;;V703<2?V643:V443;0
644;L1_Var644;Весы УЗ-С4 Вес тары (кг);Calc;;УЗ-С4 25.5;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;1;;;;;;-31996;;;;;;;;;V704<2?V644:V713;0
645;L1_Var645;Весы 7.2 упреждение (кг);Internal;;Весы 7.2 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
646;L1_Var646;Весы 7.3 упреждение (кг);Internal;;Весы 7.3 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
647;L1_Var647;Весы 7.7 упреждение (кг);Internal;;Весы 7.7 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
648;L1_Var648;Весы 24.1 упреждение (кг);Internal;;Дозирование 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
649;L1_Var649;Весы 2 24.1 упреждение (кг);Internal;;Дозирование 2 24.1 (Шнеки 5..8);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
650;L1_Var650;Весы 3 24.1 упреждение (кг);Internal;;Дозирование 3 24.1 (Шнеки 9..12);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
651;L1_Var651;Весы 24.2 упреждение (кг);Internal;;Дозирование 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
652;L1_Var652;Весы 2 24.2 упреждение (кг);Internal;;Дозирование 2 24.2 (Шнеки 5..8);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
653;L1_Var653;Весы 3 24.2 упреждение (кг);Internal;;Дозирование 3 24.2 (Шнеки 9..12);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
654;L1_Var654;Расход масла Упреждение  (л);Internal;;Е 19.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
655;L1_Var655;Расход воды Упреждение  (л);Internal;;Е 19.6;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
656;L1_Var656;Весы УЗ-С4 Упреждение (кг);Internal;;УЗ-С4 25.5;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
657;L1_Var657;Весы 7.2 чистый вес кг);Calc;;Весы 7.2 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V313-V633;0
658;L1_Var658;Весы 7.3 чистый вес кг);Calc;;Весы 7.3 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V314-V634;0
659;L1_Var659;Весы 7.7 чистый вес кг);Calc;;Весы 7.7 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V315-V635;0
660;L1_Var660;Весы 24.1 чистый вес кг);Calc;;Дозирование 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V371-V636;0
661;L1_Var661;Весы 24.1 Процент выполнения дозы (%);Calc;;Дозирование 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;70;90;;;;;V624=0?0:(V371-V636+V648)/V624;3072
662;L1_Var662;Весы 24.2 Процент выполнения дозы (%);Calc;;Дозирование 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;70;90;;;;;V627=0?0:(V374-V639+V651)/V627;3072
663;L1_Var663;Весы 24.2 чистый вес кг);Calc;;Дозирование 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V374-V639;0
664;L1_Var664;Весы 7.2 Выбор скорости питателя (Lo - скорость 2, LoLo - скорость 3);Calc;;Весы 7.2 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;0,1;1,1;;;;;;;2-(l669|h637)-(L669|H637)*2;768
665;L1_Var665;Весы 7.3 Выбор скорости питателя (Lo - скорость 2, LoLo - скорость 3);Calc;;Весы 7.3 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;0,1;1,1;;;;;;;2-(l670|h638)-(L670|H638)*2;768
666;L1_Var666;Расход масла Чистый вес (л);Calc;;Е 19.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V446-V642;0
667;L1_Var667;Расход воды Чистый вес (л);Calc;;Е 19.6;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V443-V643;0
668;L1_Var668;Весы УЗ-С4 Чистый вес (кг);Calc;;УЗ-С4 25.5;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V713-V644;0
669;L1_Var669;Весы 7.2 Остаток дозы (кг);Calc;;Весы 7.2 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;100;200;;;;;;;V621=0?0:V621-V313+V633-V645;768
670;L1_Var670;Весы 7.3 Остаток дозы (кг);Calc;;Весы 7.3 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;100;200;;;;;;;V622=0?0:V622-V314+V634-V646;768
671;L1_Var671;Весы 7.7 Остаток дозы (кг);Calc;;Весы 7.7 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;100;200;;;;;;;V623=0?0:V623-V315+V635-V647;768
672;L1_Var672;Весы 24.1 Остаток дозы (кг);Calc;;Дозирование 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;10;20;;;;;;;V624=0?0:V624-V371+V636-V648;768
673;L1_Var673;Весы 7.7 Выбор скорости питателя (Lo - скорость 2, LoLo - скорость 3);Calc;;Весы 7.7 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;0,1;1,1;;;;;;;2-(l671|h640)-(L671|H640)*2;768
674;L1_Var674;Весы 3 24.1 Остаток дозы (кг);Calc;;Дозирование 3 24.1 (Шнеки 9..12);;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;10;20;;;;;;;V626=0?0:V626-V318+V638-V650;768
675;L1_Var675;Весы 24.2 Остаток дозы (кг);Calc;;Дозирование 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;10;20;;;;;;;V627=0?0:V627-V374+V639-V651;768
676;L1_Var676;Весы 24.1 Выбор скорости питателя (Lo - скорость 2, LoLo - скорость 3);Calc;;Дозирование 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;0,1;1,1;;;;;;;2-(l672|h661)-(L672|H661)*2;768
677;L1_Var677;Весы 24.2 Выбор скорости питателя (Lo - скорость 2, LoLo - скорость 3);Calc;;Дозирование 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;0,1;1,1;;;;;;;2-(l675|h662)-(L675|H662)*2;768
678;L1_Var678;Расход масла Остаток дозы (л);Calc;;Е 19.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;10;20;;;;;;;V630=0?0:V630-V446+V642-V654;768
679;L1_Var679;Расход воды Остаток дозы (л);Calc;;Е 19.6;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;10;20;;;;;;;V631=0?0:V631-V443+V643-V655;768
680;L1_Var680;Весы УЗ-С4 Остаток дозы (кг);Calc;;УЗ-С4 25.5;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;0,1;1;;;;;;;V632=0?0:V632-V713+V644-V656;768
681;L1_Var681;Весы 7.2 зафиксированный вес (кг);Calc;;Весы 7.2 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V693=0)|(V693=2)?V681:2@693*0+V657;0
682;L1_Var682;Весы 7.3 зафиксированный вес (кг);Calc;;Весы 7.3 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V694=0)|(V694=2)?V682:2@694*0+V658;0
683;L1_Var683;Весы 7.7 зафиксированный вес (кг);Calc;;Весы 7.7 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V695=0)|(V695=2)?V683:2@695*0+V659;0
684;L1_Var684;Весы 24.1 зафиксированный вес (кг);Calc;;Дозирование 24.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V696=0)|(V696=2)?V684:2@696*0+V660;0
685;L1_Var685;Весы 2 24.1 зафиксированный вес (кг);Calc;;Дозирование 2 24.1 (Шнеки 5..8);;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V697=0)|(V697=2)?V685:2@697*0+V661;0
686;L1_Var686;Весы 3 24.1 зафиксированный вес (кг);Calc;;Дозирование 3 24.1 (Шнеки 9..12);;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V698=0)|(V698=2)?V686:2@698*0+V662;0
687;L1_Var687;Весы 24.2 зафиксированный вес (кг);Calc;;Дозирование 24.2;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V699=0)|(V699=2)?V687:2@699*0+V663;0
688;L1_Var688;Весы 2 24.2 зафиксированный вес (кг);Calc;;Дозирование 2 24.2 (Шнеки 5..8);;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V700=0)|(V700=2)?V688:2@700*0+V664;0
689;L1_Var689;Весы 3 24.2 зафиксированный вес (кг);Calc;;Дозирование 3 24.2 (Шнеки 9..12);;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V701=0)|(V701=2)?V689:2@701*0+V665;0
690;L1_Var690;Расход масла Ззафиксированный расход (л);Calc;;Е 19.1;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V702=0)|(V702=2)?V690:2@702*0+V666;0
691;L1_Var691;Расход воды Ззафиксированный расход (л);Calc;;Е 19.6;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V703=0)|(V703=2)?V691:2@703*0+V667;0
692;L1_Var692;Весы УЗ-С4 зафиксированный вес (кг);Calc;;УЗ-С4 25.5;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V704=0)|(V704=2)?V692:2@704*0+V668;0
693;L1_Var693;Весы 7.2 команда на фиксацию/сброса веса ;Internal;;Весы 7.2 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
694;L1_Var694;Весы 7.3 команда на фиксацию/сброса веса ;Internal;;Весы 7.3 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
695;L1_Var695;Весы 7.7 команда на фиксацию/сброса веса ;Internal;;Весы 7.7 Дозирование;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
696;L1_Var696;Весы 24.1 команда на фиксацию/сброса веса ;Internal;;Дозирование 24.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
697;L1_Var697;Весы 2 24.1 команда на фиксацию/сброса веса ;Internal;;Дозирование 2 24.1 (Шнеки 5..8);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
698;L1_Var698;Весы 3 24.1 команда на фиксацию/сброса веса ;Internal;;Дозирование 3 24.1 (Шнеки 9..12);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
699;L1_Var699;Весы 24.2 команда на фиксацию/сброса веса ;Internal;;Дозирование 24.2;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
700;L1_Var700;Весы 2 24.2 команда на фиксацию/сброса веса ;Internal;;Дозирование 2 24.2 (Шнеки 5..8);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
701;L1_Var701;Весы 3 24.2 команда на фиксацию/сброса веса;Internal;;Дозирование 3 24.2 (Шнеки 9..12);;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
702;L1_Var702;Расход масла Команда на фиксацию/сброса расхода;Internal;;Е 19.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
703;L1_Var703;Расход воды Команда на фиксацию/сброса расхода;Internal;;Е 19.6;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
704;L1_Var704;Весы УЗ-С4 команда на фиксацию/сброса веса;Internal;;УЗ-С4 25.5;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;10;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
705;L1_Var705;Не хватает материала (код материала);Internal;;Рецепт;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
706;L1_Var706;Команда на запуск транспорта на Б34 (работа линии, материал в Б9, Б10, Б34 не полный);Calc;;Транспорт в Б34;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V494&V150)|(V496&V154)&(E86>0,3)&(V270=0);0
707;L1_Var707;Команда на запуск транспорта на Б106 (работа линии, материал в Б9, Б10, Б108 не полный);Calc;;Транспорт в Б106;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(V495&V150)|(V497&V154)&(E86>0,3)&(V504=0);0
708;L1_Var708;Команда на запуск Конвейера 3.11 (работа линии и материал в Б36,Б111);Calc;;Конвейер 3.11;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;E86>0,3&(V274|V507|E47)&(V277=0);0
709;L1_Var709;Рецепт Доза на цикл взыешывания (кг);Internal;;Рецепт;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
710;L1_Var710;Рецепт Общий вес заказа (кг) ;Internal;;Рецепт;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0,001;99999;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
711;L1_Var711;Рецепт Доза в %;Internal;;Рецепт;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;;;;;;;;;;0
712;L1_Var712;Дозирование сухих компонентов выполненно;Internal;;Рецепт;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;100;0.0;0.0;0.0;;;;;;0;0;1;;0;0;;;;;;-32000;9;;;;;;;;;256
713;L1_Var713;Весы УЗ-С4 (кг) (Клапан открыт = 0, Кнопка нажата = Задание);Calc;;УЗ-С4 25.5;;0;8;7;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;V284?0:V269?V632:V713;0
714;L1_Var714;Команда на открытие Задвижки 9.109 (работа линии, Б35 не полный, в Б34 есть материал);Calc;;Задвижка 9.109;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(E86>0,3)&(V273=0)&V271;0
715;L1_Var715;Команда на открытие Задвижки 107 (работа линии, Б108 не полный, в Б106 есть материал);Calc;;Задвижка 107;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(E86>0,3)&(V503=0)&V504;0
716;L1_Var716;Ошибка опороженения весов 7.2 (Б9 не пустой или Весы не сборсились в ноль);Calc;;Весы 7.2 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(E3=0&V150)|(E142<0,4)&l313;0
717;L1_Var717;Ошибка опороженения весов 7.3 (Б10 не пустой или Весы не сборсились в ноль);Calc;;Весы 7.3 Дозирование;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;(E4=0&V154)|(E143<0,4)&l314;0
718;L1_Var718;Команда на запуск Конвейера 114 (работа линии, Конв.3.11 и материал в Б111);Calc;;Конвейер винтовой 114;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;E86>0,3&E51&V507&(V277=0);0
719;L1_Var719;Команда на запуск Дробилки 16.3 (работа линии, Б35 есть материал, Б36 не полный);Calc;;Транспорт Дробилки 16.3;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;E86>0,3&V272&(V204=0)&(V277=0);0
720;L1_Var720;Команда на запуск Дробилки 110 (работа линии, Б108 есть материал, Б46 не полный);Calc;;Транспорт Дробилки 110;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;E86>0,3&V502&(V277=0);0
721;L1_Var721;Время сухого смешивания (сек.);Internal;;Смеситель 17.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
722;L1_Var722;Время мокрого смешивания (сек.);Internal;;Смеситель 17.1;;0;8;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0;99999;0.0;0.0;0.0;;;;;;0;0;0;;0;0;;;;;;768;;;;;;;;;;0
723;L1_Var723;Управление лампой ручной загрузки (Есть задание - мигает, Кнопка нажата - горит, Нет задания - не горит);Calc;;УЗ-С4 25.5;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;V632>0-(V723)*(V439=0)@110;0
724;L1_Var724;Команда на запуск пневмомолотка (Открыты створки и работает смеситель);Calc;;Смеситель 17.1 Пневмомолоток;;0;8;7;0;0;1;0;0;0;0;0.0;0.0;0.0;0;1;0.0;0.0;0.0;;;;;;0;0;0;;0;1;;;;;;772;;;;;;;;;E135|E136&E88;0
